Job Title,Employment Type,Experience Level,Salary,Company Location,Employee Residence,Company Size,Year
Data Modeler,Full-Time,Senior,147100,United States,United States,Medium,2023
Data Analyst,Full-Time,Mid,150000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,253200,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,90700,United States,United States,Medium,2023
Computer Vision Engineer,Full-Time,Senior,342810,United States,United States,Medium,2023
Computer Vision Engineer,Full-Time,Senior,184590,United States,United States,Medium,2023
Data Analyst,Full-Time,Mid,105380,United States,United States,Medium,2023
Data Analyst,Full-Time,Mid,64500,United States,United States,Medium,2023
Applied Scientist,Full-Time,Entry,204620,United States,United States,Large,2023
Applied Scientist,Full-Time,Entry,110680,United States,United States,Large,2023
Data Engineer,Full-Time,Senior,270703,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,221484,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,212750,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,262000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,218500,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,199098,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,203300,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,123600,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,172500,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,110500,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,238000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,176000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,237000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,201450,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,193500,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,139000,United States,United States,Medium,2023
Business Intelligence Engineer,Full-Time,Senior,185900,United States,United States,Medium,2023
Business Intelligence Engineer,Full-Time,Senior,129300,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Entry,163196,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Entry,145885,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,202800,United States,United States,Large,2023
Data Analyst,Full-Time,Senior,104300,United States,United States,Large,2023
Data Engineer,Full-Time,Senior,179170,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,94300,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,152500,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,116450,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,247300,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,133800,United States,United States,Medium,2023
Research Engineer,Full-Time,Senior,203000,United States,United States,Medium,2023
Research Engineer,Full-Time,Senior,133000,United States,United States,Medium,2023
Research Scientist,Full-Time,Entry,220000,United States,United States,Large,2023
Analytics Engineer,Full-Time,Senior,289800,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,214000,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,179820,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,143860,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,214200,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,141600,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,342300,United States,United States,Large,2023
Machine Learning Engineer,Full-Time,Senior,176100,United States,United States,Large,2023
Data Engineer,Full-Time,Entry,85000,United States,United States,Medium,2023
Data Engineer,Full-Time,Entry,65000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,138784,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,83270,United States,United States,Medium,2023
Data Analyst,Full-Time,Entry,75000,United States,United States,Medium,2023
Data Analyst,Full-Time,Entry,70000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,318300,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,212200,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,230000,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,143200,United States,United States,Medium,2023
Business Data Analyst,Full-Time,Mid,105000,United States,United States,Large,2023
Data Analyst,Full-Time,Senior,168400,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,105200,United States,United States,Medium,2023
Data Analyst,Full-Time,Entry,85000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,300000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,250000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,186000,United States,United States,Medium,2023
Research Engineer,Full-Time,Mid,230000,United States,United States,Medium,2023
Research Engineer,Full-Time,Mid,200000,United States,United States,Medium,2023
Data Engineer,Full-Time,Executive,205000,United States,United States,Medium,2023
Computer Vision Engineer,Full-Time,Senior,215000,United States,United States,Medium,2023
Computer Vision Engineer,Full-Time,Senior,170000,United States,United States,Medium,2023
Data Quality Analyst,Full-Time,Senior,100000,United States,United States,Medium,2023
Data Quality Analyst,Full-Time,Senior,80000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,250000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,162500,United States,United States,Medium,2023
AI Developer,Full-Time,Mid,200000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,100000,United States,United States,Medium,2023
Data Engineer,Full-Time,Executive,115000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,203500,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,152000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,239000,United States,United States,Large,2023
Data Scientist,Full-Time,Senior,122900,United States,United States,Large,2023
Data Science Manager,Full-Time,Senior,191765,United States,United States,Medium,2023
Data Science Manager,Full-Time,Senior,134236,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,190000,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,112000,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,105500,United States,United States,Medium,2023
Research Engineer,Full-Time,Senior,293000,United States,United States,Medium,2023
Research Engineer,Full-Time,Senior,185000,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,148500,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,152900,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,117100,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,173000,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,113000,United States,United States,Medium,2023
Data Engineer,Full-Time,Executive,175000,United States,United States,Medium,2023
Data Engineer,Full-Time,Executive,110000,United States,United States,Medium,2023
Research Scientist,Full-Time,Senior,130000,United States,United States,Medium,2023
Research Scientist,Full-Time,Senior,110000,United States,United States,Medium,2023
Applied Scientist,Full-Time,Senior,205000,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,149500,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,127075,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,219535,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,146115,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,199000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,162000,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Executive,221000,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Executive,153000,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,187000,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,128000,United States,United States,Medium,2023
Research Scientist,Full-Time,Senior,136000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,100000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,179000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,109000,United States,United States,Medium,2023
Data Manager,Full-Time,Senior,198800,United States,United States,Medium,2023
Data Manager,Full-Time,Senior,105200,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,112000,United States,United States,Medium,2023
Data Manager,Full-Time,Senior,115000,United States,United States,Medium,2023
Data Manager,Full-Time,Senior,86000,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,139000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,280700,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,150450,United States,United States,Medium,2023
Data Scientist,Full-Time,Mid,93918,United States,United States,Medium,2023
Data Scientist,Full-Time,Mid,51962,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,257000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,147000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,222000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,203000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,133200,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,221000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,147000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,156000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,304000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,110000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,240000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,183600,United States,United States,Medium,2023
Data Specialist,Full-Time,Mid,130000,United States,United States,Medium,2023
Data Specialist,Full-Time,Mid,80000,United States,United States,Medium,2023
Data Analytics Manager,Full-Time,Senior,160000,United States,United States,Medium,2023
Data Analytics Manager,Full-Time,Senior,120000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,289076,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,202353,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,155000,United States,United States,Medium,2023
Data Scientist,Full-Time,Mid,180000,United States,United States,Medium,2023
Data Scientist,Full-Time,Executive,200000,United States,United States,Medium,2023
Lead Data Analyst,Full-Time,Mid,68000,United States,United States,Large,2023
BI Data Engineer,Full-Time,Entry,60000,United States,United States,Medium,2023
